Title,Abstract,NCT ID
Gene Therapy in Treating Patients With Stage III or Stage IV Melanoma,RATIONALE  Injecting allovectin 7 into a person s melanoma cells may make the body build an       immune response that will kill tumor cells         PURPOSE  Phase II trial to study the effectiveness of gene therapy in treating patients who       have stage III or stage IV melanoma that has not responded to previous treatment,NCT00003646
Gene Therapy in Treating Patients With Non Small Cell Lung Cancer That Cannot Be Surgically Removed,RATIONALE  Exposing tumor cells to the p53 gene may improve the body s ability to fight       non small cell lung cancer         PURPOSE  Phase I trial to study the effectiveness of gene therapy in treating patients who       have non small cell lung cancer that cannot be surgically removed,NCT00003649
Hormone Therapy in Treating Patients With Rising PSA Levels Following Radiation Therapy for Prostate Cancer,RATIONALE  Androgens can stimulate the growth of prostate cancer cells  Hormone therapy may       fight prostate cancer by reducing the production of androgens  It is not yet known which       androgen suppression regimen is more effective for prostate cancer         PURPOSE  This randomized phase III trial is studying two hormone therapy regimens and       comparing them to see how well they work in treating patients with rising PSA levels       following radiation therapy for prostate cancer,NCT00003653
Irofulven in Treating Patients With Relapsed or Refractory Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Phase II trial to study the effectiveness of irofulven in treating patients with       relapsed or refractory non small cell lung cancer,NCT00003666
Radiation Therapy to Relieve Symptoms in Patients With Non small Cell Lung Cancer,RATIONALE  Radiation therapy may relieve symptoms in patients with non small cell lung       cancer  It is not yet known which regimen of radiation therapy is most effective in       relieving symptoms in patients with non small cell lung cancer         PURPOSE  Randomized phase III trial to compare the effectiveness of different regimens of       radiation therapy to relieve symptoms in patients who have non small cell lung cancer,NCT00003685
Video Assisted Surgery in Treating Patients With Non small Cell Lung Cancer,RATIONALE  Video assisted surgery may be an effective treatment and have fewer side effects       than conventional surgery in patients with non small cell lung cancer         PURPOSE  Phase II trial to study the effectiveness of video assisted surgery in treating       patients who have non small cell lung cancer,NCT00003692
Paclitaxel Plus Estramustine in Treating Patients With Metastatic Prostate Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than once drug may kill more tumor cells         PURPOSE  Phase II trial to study the effectiveness of paclitaxel plus estramustine in       treating patients who have metastatic prostate cancer that has not responded to hormone       therapy,NCT00003717
Combination Hormone Therapy Followed by Radiation Therapy in Treating Patients With Prostate Cancer,RATIONALE  Androgens can stimulate the growth of prostate cancer cells  Hormone therapy       using triptorelin and flutamide may fight cancer by reducing the production of androgens  It       is not yet known whether giving hormone therapy for 4 months is more effective than giving       therapy for 8 months prior to radiation therapy for prostate cancer         PURPOSE  Randomized phase III trial to study the effectiveness of combination hormone       therapy for 4 or 8 months followed by radiation therapy in treating patients with prostate       cancer,NCT00003734
Rebeccamycin Analog in Treating Children With Relapsed or Refractory Neuroblastoma,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Phase II trial to study the effectiveness of rebeccamycin analog in treating       children who have relapsed or refractory neuroblastoma,NCT00003737
Trastuzumab in Treating Patients With Prostate Cancer,RATIONALE  Monoclonal antibodies can locate tumor cells and either kill them or deliver       tumor killing substances to them without harming normal cells         PURPOSE  Phase II trial to study the effectiveness of trastuzumab in treating patients who       have prostate cancer that has not responded to hormone therapy,NCT00003740
Interleukin 2 in Treating Children With Stage IV Neuroblastoma Who Have Received Induction Therapy and Peripheral Stem Cell Transplantation,RATIONALE  Interleukin 2 may stimulate a person s white blood cells to kill neuroblastoma       cells         PURPOSE  Phase II trial to study the effectiveness of interleukin 2 in treating children       with stage IV neuroblastoma who have received induction therapy and peripheral stem cell       transplantation,NCT00003743
Biological Therapy in Treating Children With Refractory or Recurrent Neuroblastoma or Other Tumors,RATIONALE  Biological therapies such as hu14 18 interleukin 2 fusion protein use different       ways to stimulate the immune system and stop cancer cells from growing         PURPOSE  Phase I trial to study the effectiveness of hu14 18 interleukin 2 fusion protein in       treating children who have refractory or recurrent neuroblastoma or other tumors,NCT00003750
Docetaxel and Gemcitabine in Treating Patients With Stage IIIB or Stage IV Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells         PURPOSE  Randomized phase II trial to compare the effectiveness of two regimens of docetaxel       plus gemcitabine in treating patients who have stage IIIB or stage IV non small cell lung       cancer,NCT00003762
Docetaxel in Treating Patients With Stage IV Prostate Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Phase II trial of docetaxel in treating patients who have stage IV prostate cancer       that has not responded to hormone therapy,NCT00003781
Chemotherapy Plus Radiation Therapy in Treating Patients With Stage I  Stage II  or Stage III Non small Cell Lung Cancer That Cannot Be Surgically Removed,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Radiation therapy used high energy x rays to damage tumor       cells  It is not yet know whether chemotherapy followed by radiation therapy is more       effective than chemotherapy given with radiation therapy for non small cell lung cancer         PURPOSE  Randomized phase III trial to compare the effectiveness of two different regimens       of chemotherapy and radiation therapy in treating patients who have unresectable stage I        stage II  or stage III non small cell lung cancer,NCT00003803
Vaccine Therapy Plus QS21 in Treating Patients With Progressive Prostate Cancer,RATIONALE  Vaccines may make the body build an immune response to kill tumor cells         PURPOSE  Phase I trial to study the effectiveness of vaccine therapy given with QS21 in       treating patients who have progressive prostate cancer,NCT00003819
Lymph Node Removal in Treating Patients With Stage I or Stage II Non small Cell Lung Cancer,RATIONALE  Surgical removal of all lymph nodes in the chest may kill cancer cells that have       spread from tumors in the lung  It is not yet known whether complete removal of all lymph       nodes in the chest is more effective than removal of selected lymph nodes in treating       patients who have stage I or stage II non small cell lung cancer         PURPOSE  Randomized phase III trial to compare the effectiveness of complete removal of all       lymph nodes in the chest with that of selected removal of lymph nodes during lung cancer       surgery in treating patients who have stage I or stage II non small cell lung cancer,NCT00003831
Broxuridine Plus Surgery in Treating Patients With Stage I or Stage II Prostate Cancer,Phase II trial to study the effectiveness of broxuridine in treating patients who are       undergoing surgery for stage I or stage II prostate cancer  Broxuridine may help doctors       determine the rate of growth of prostate tumors and help them plan effective treatment,NCT00003832
Mitoxantrone Following Surgery in Treating Patients With Prostate Cancer at High Risk for Recurrence,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Giving chemotherapy after surgery may kill more tumor cells         PURPOSE  Phase II trial to study the effectiveness of mitoxantrone given after surgery in       treating patients who have prostate cancer that is at high risk for recurrence,NCT00003858
Carboxyamidotriazole in Treating Patients With Stage III or Stage IV Non small Cell Lung Cancer,Randomized phase III trial to determine the effectiveness of carboxyamidotriazole in       treating patients who have stage III or stage IV non small cell lung cancer        Chemotherapeutic agents are modestly effective for the treatment of advanced lung cancer        with rapid tumor relapse and growth even after initial response to therapy  It is not yet       known whether carboxyamidotriazole is more effective than no further treatment after       standard chemotherapy for non small cell lung cancer,NCT00003869
PSA Vaccine Therapy in Treating Patients With Advanced Prostate Cancer,RATIONALE  Vaccines may make the body build an immune response to kill tumor cells         PURPOSE  Randomized phase II trial to study the effectiveness of different regimens of PSA       vaccines in treating patients who have advanced prostate cancer,NCT00003871
Trastuzumab Plus Chemotherapy in Treating Patients With Advanced Non small Cell Lung Cancer,RATIONALE  Monoclonal antibodies can locate tumor cells and either kill them or deliver       tumor killing substances to them without harming normal cells  Drugs used in chemotherapy       use different ways to stop tumor cells from dividing so they stop growing or die  Combining       monoclonal antibody therapy with chemotherapy may kill more tumor cells         PURPOSE  Phase II trial to study the effectiveness of the monoclonal antibody trastuzumab       plus carboplatin and paclitaxel in treating patients who have advanced non small cell lung       cancer,NCT00003881
Irinotecan With Docetaxel in Treating Patients With Recurrent or Metastatic Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells         PURPOSE  Phase II trial to study the effectiveness of combining irinotecan and docetaxel in       treating patients who have recurrent or metastatic non small cell lung cancer,NCT00003900
Prognostic Study of Metastases in Patients With Stage I  Stage II  or Stage III Non small Cell Lung Cancer That Can Be Removed by Surgery,RATIONALE  Prognostic testing for early signs of metastases may help doctors detect       metastases early and plan more effective treatment         PURPOSE  Phase III trial to study the relationship between early signs of metastases and       survival in patients who have stage I  stage II  or stage III non small cell lung cancer       that can be removed by surgery,NCT00003901
Chemotherapy and Hormone Therapy in Treating Patients With Prostate Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Androgens can stimulate the growth of prostate cancer cells        Hormone therapy using bicalutamide and leuprolide may fight prostate cancer by reducing the       production of androgens         PURPOSE  Phase II trial to study the effectiveness of chemotherapy consisting of docetaxel       and estramustine plus hormone therapy in treating patients who have previously undergone       radiation therapy or surgical removal of the prostate for stage I prostate cancer,NCT00003915
Photodynamic Therapy in Treating Patients With Cancer of the Bile Duct  Gallbladder  or Pancreas,RATIONALE  Photodynamic therapy uses light and drugs that make cancer cells more sensitive       to light to kill tumor cells  This may be effective treatment for cancer of the bile duct        gallbladder  or pancreas         PURPOSE  Phase II trial to determine the effectiveness of photodynamic therapy in treating       patients who have cancer of the bile duct  gallbladder  or pancreas,NCT00003923
Vaccine Therapy in Treating Patients With Stage I  Stage II  or Stage IIIA Non small Cell Lung Cancer or With Stage I or Stage II Mesothelioma,RATIONALE  Vaccines made from a person s tumor may help the body build an immune response to       kill tumor cells         PURPOSE  Phase I trial to study the effectiveness of vaccine therapy in treating patients       who have undergone surgery to remove stage I  stage II  or stage IIIA non small cell lung       cancer or stage I or stage II mesothelioma,NCT00003974
ISIS 3521 in Treating Patients With Advanced  Unresectable  or Metastatic Non small Cell Lung Cancer or Unresectable or Metastatic Melanoma,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Phase II trial to study the effectiveness of ISIS 3521 in treating patients who       have advanced  unresectable  or metastatic non small cell lung cancer or unresectable or       metastatic melanoma,NCT00003989
Chemotherapy Plus Monoclonal Antibody Therapy in Treating Women With Stage II or Stage IIIA Breast Cancer That Overexpresses HER2,Randomized phase II trial to study the effectiveness of chemotherapy with paclitaxel and the       monoclonal antibody trastuzumab followed by chemotherapy in treating women who have stage II       or stage IIIA breast cancer that overexpresses HER2  Drugs used in chemotherapy use       different ways to stop tumor cells from dividing so they stop growing or die  Monoclonal       antibodies can locate tumor cells and deliver tumor killing substances to them without       harming normal cells  Combining monoclonal antibody therapy with chemotherapy may kill more       tumor cells,NCT00003992
Monoclonal Antibody Plus Chemotherapy in Treating Patients With Advanced Colorectal Cancer That Overexpresses HER2,Phase II trial to study the effectiveness of the monoclonal antibody trastuzumab and       chemotherapy with irinotecan in treating patients who have stage IV colorectal cancer that       overexpresses HER2  Monoclonal antibodies can locate tumor cells and either kill them or       deliver tumor killing substances to them without harming normal cells  Drugs used in       chemotherapy use different ways to stop tumor cells from dividing so they stop growing or       die  Combining monoclonal antibody therapy with chemotherapy may kill more tumor cells,NCT00003995
S9916  Combination Therapy in Treating Patients With Advanced Prostate Cancer That Has Not Responded to Hormone Therapy,RATIONALE  Drugs used in chemotherapy and hormone therapy use different ways to stop tumor       cells from dividing so they stop growing or die  Combining more than one drug and giving       drugs in different ways may kill more tumor cells  It is not yet known whether estramustine       plus docetaxel is more effective than mitoxantrone plus prednisone for prostate cancer         PURPOSE  Randomized phase III trial to compare the effectiveness of estramustine plus       docetaxel with that of mitoxantrone plus prednisone in treating patients who have stage IV       prostate cancer that has not responded to hormone therapy,NCT00004001
S9900  Surgery With or Without Combination Chemotherapy in Treating Patients With Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells  It is       not yet known if surgery plus combination chemotherapy is more effective than surgery alone       for non small cell lung cancer         PURPOSE  Randomized phase III trial to compare the effectiveness of surgery with or without       combination chemotherapy in treating patients who have non small cell lung cancer,NCT00004011
Liposomal Doxorubicin in Treating Patients With Prostate Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Phase II trial to study the effectiveness of liposomal doxorubicin in treating       patients with prostate cancer that has not responded to hormone therapy,NCT00004014
CT 2584 in Treating Patients With Metastatic Prostate Cancer That Has Not Responded to Previous Therapy,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  CT 2584 may stop the growth of prostate cancer by stopping       blood flow to the tumor         PURPOSE  Randomized phase II trial to study the effectiveness of CT 2584 in treating       patients who have metastatic prostate cancer that has not responded to previous therapy,NCT00004026
Vaccine Therapy in Treating Patients With Metastatic Prostate Cancer,Phase I trial to study the effectiveness of vaccine therapy in treating patients with       metastatic prostate cancer  Vaccines may make the body build an immune response to kill       tumor cells,NCT00004029
Gene Therapy Plus Chemotherapy in Treating Patients With Breast Cancer,Phase I trial to study the effectiveness of gene therapy plus chemotherapy in treating       patients who have breast cancer  Inserting the p53 gene into a person s cancer cells may       improve the body s ability to fight cancer or make the cancer more sensitive to       chemotherapy  Combining chemotherapy with gene therapy may kill more tumor cells,NCT00004038
Calcitriol in Treating Patients With a Rising PSA Level Following Treatment for Prostate Cancer,RATIONALE  Calcitriol  a form of vitamin D  may be able to prevent or slow the growth of       prostate cancer cells         PURPOSE  Phase II trial to study the effectiveness of calcitriol in treating patients who       have a rising PSA level following previous treatment for prostate cancer,NCT00004043
Chemotherapy in Treating Patients With Prostate Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Phase II trial to study the effectiveness of DX 8951f in treating patients who have       metastatic prostate cancer that has not responded to hormone therapy,NCT00004045
Leuvectin Followed By Surgery in Treating Patients With Stage II or Stage III Prostate Cancer,RATIONALE  Inserting the gene for interleukin 2 into a person s cancer cells may improve the       body s ability to fight cancer  Using Leuvectin to deliver this gene may be an effective       treatment for prostate cancer         PURPOSE  Phase II trial to study the effectiveness of Leuvectin followed by surgery in       treating patients who have stage II or stage III prostate cancer,NCT00004050
Hormone Therapy Plus Radiation Therapy With or Without Combination Chemotherapy in Treating Patients With Prostate Cancer,RATIONALE  Hormones can stimulate the production of prostate cancer cells  Hormone therapy       may fight prostate cancer by reducing the production of androgens  Radiation therapy uses       high energy x rays to damage tumor cells  Drugs used in chemotherapy use different ways to       stop tumor cells from dividing so they stop growing or die  It is not yet known whether       hormone therapy plus radiation therapy is more effective with or without combination       chemotherapy for prostate cancer         PURPOSE  Randomized phase III trial to compare the effectiveness of hormone therapy plus       radiation therapy with or without combination chemotherapy in treating patients who have       prostate cancer,NCT00004054
Doxorubicin and Cyclophosphamide Plus Paclitaxel With or Without Trastuzumab in Treating Women With Node Positive Breast Cancer That Overexpresses HER2,RATIONALE  Drugs used in chemotherapy  such as doxorubicin  cyclophosphamide  and       paclitaxel  use different ways to stop tumor cells from dividing so they stop growing or       die  Monoclonal antibodies such as trastuzumab can locate tumor cells and either kill them       or deliver tumor killing substances to them without harming normal cells  It is not yet       known whether combination chemotherapy plus trastuzumab is more effective than combination       chemotherapy alone for treating breast cancer         PURPOSE  This randomized phase III trial is studying how well giving combination       chemotherapy together with trastuzumab works compared to combination chemotherapy alone in       treating women with node positive stage II or stage IIIA breast cancer that overexpresses       HER2,NCT00004067
Mitoxantrone and Prednisone With or Without Leflunomide in Treating Patients With Stage IV Prostate Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells  It is       not yet known if mitoxantrone and prednisone are more effective with or without leflunomide       for treating prostate cancer         PURPOSE  Randomized phase II III trial to compare the effectiveness of mitoxantrone and       prednisone with or without leflunomide in treating patients who have stage IV prostate       cancer that has not responded to hormone therapy,NCT00004071
Interleukin 12 and Trastuzumab in Treating Patients With Cancer That Has High Levels of HER2 Neu,Interleukin 12 may kill tumor cells by stopping blood flow to the tumor and by stimulating a       person s white blood cells to kill cancer cells  Monoclonal antibodies such as trastuzumab       can locate tumor cells and either kill them or deliver tumor killing substances to them       without harming normal cells  Phase I trial to study the effectiveness of interleukin 12 and       trastuzumab in treating patients who have cancer that has high levels of HER2 neu and has       not responded to previous therapy,NCT00004074
Gene Therapy in Treating Patients With Recurrent or Progressive Brain Tumors,RATIONALE  Inserting the gene for p53 into a person s brain cells may improve the body s       ability to fight cancer         PURPOSE  Phase I trial to study the effectiveness of p53 gene therapy with SCH 58500 in       treating patients who have recurrent  or progressive glioblastoma multiforme  anaplastic       astrocytoma  or anaplastic mixed glioma that can be removed during surgery,NCT00004080
Combination Chemotherapy Plus Radiation Therapy in Treating Patients With Stage III Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Radiation therapy uses high energy x rays to damage tumor       cells  Combining chemotherapy and radiation therapy may kill more tumor cells         PURPOSE  Phase I II trial to study the effectiveness of combination chemotherapy plus       radiation therapy in treating patients who have stage III non small cell lung cancer,NCT00004093
Carboplatin Plus Vinorelbine in Treating Patients With Stage IIIB or Stage IV Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells         PURPOSE  Phase I II trial to study the effectiveness of combining carboplatin and       vinorelbine in treating patients who have stage IIIB or stage IV non small cell lung cancer,NCT00004096
Chemotherapy in Treating Patients With Stage IIIB or Stage IV Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  It is not yet known which regimen of chemotherapy is more       effective for non small cell lung cancer         PURPOSE  Randomized phase III trial to compare the effectiveness of two regimens of       chemotherapy in treating patients who have stage IIIB or stage IV non small cell lung       cancer,NCT00004100
Monoclonal Antibody Therapy Plus Etoposide in Treating Patients With Neuroblastoma,RATIONALE  Monoclonal antibodies can locate tumor cells and either kill them or deliver       tumor killing substances to them without harming normal cells  Drugs used in chemotherapy       use different ways to stop tumor cells from dividing so they stop growing or die  Combining       monoclonal antibody therapy with chemotherapy may kill more tumor cells         PURPOSE  Phase II trial to study the effectiveness of monoclonal antibody therapy plus       etoposide in treating patients who have neuroblastoma,NCT00004110
S9921  Hormone Therapy With or Without Mitoxantrone and Prednisone in Patients Who Have Undergone Radical Prostatectomy for Prostate Cancer,RATIONALE  Hormones can stimulate the production of prostate cancer cells  Hormone therapy       may fight prostate cancer by reducing the production of androgens  Drugs used in       chemotherapy use different ways to stop tumor cells from dividing so they stop growing or       die  It is not yet known whether hormone therapy plus mitoxantrone and prednisone is more       effective than hormone therapy alone for prostate cancer         PURPOSE  This randomized phase III trial is studying hormone therapy  mitoxantrone  and       prednisone to see how well they work compared to hormone therapy alone in treating patients       who have undergone radical prostatectomy for prostate cancer,NCT00004124
Paclitaxel and Oxaliplatin in Treating Patients With Recurrent or Advanced Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells         PURPOSE  Phase II trial to study the effectiveness of combining paclitaxel and oxaliplatin       in treating patients who have recurrent or advanced non small cell lung cancer,NCT00004126
Positron Emission Tomography for Detecting Non small Cell Lung Cancer,RATIONALE  Imaging procedures  such as positron emission tomography  PET   may improve the       ability to detect the extent of non small cell lung cancer         PURPOSE  Diagnostic trial to study the effectiveness of PET for detecting lesions in       patients who have newly diagnosed stage I  stage II  or stage IIIA non small cell lung       cancer,NCT00004138
Gemcitabine Plus Docetaxel or Irinotecan in Treating Patients With Stage IIIB or Stage IV Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells         PURPOSE  Phase II trial to compare the effectiveness of gemcitabine plus either docetaxel or       irinotecan in treating patients who have stage IIIB or stage IV non small cell lung cancer,NCT00004139
Arsenic Trioxide in Treating Patients With Stage IV Prostate Cancer That Has Not Responded to Previous Hormone Therapy,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Phase II trial to study the effectiveness of arsenic trioxide in treating patients       who have stage IV prostate cancer that has not responded to hormone therapy,NCT00004149
Acridine Carboxamide in Treating Patients With Advanced Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Phase II trial to study the effectiveness of acridine carboxamide in treating       patients who have advanced non small cell lung cancer that cannot be treated with surgery,NCT00004151
Gemcitabine Plus Paclitaxel in Treating Patients With Advanced Non small Cell Lung Cancer or Other Solid Tumor,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells         PURPOSE  Phase I II trial to study the effectiveness of gemcitabine plus paclitaxel in       treating patients who have advanced non small cell lung cancer or other solid tumor,NCT00004159
Chemotherapy Plus Radiation Therapy in Treating Patients With Stage III Non small Cell Lung Cancer That Cannot Be Surgically Removed,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Radiation therapy uses high energy x rays to damage tumor       cells  Combining chemotherapy with radiation therapy may kill more tumor cells         PURPOSE  Phase I II trial to study the effectiveness of chemotherapy plus radiation therapy       in treating patients who have stage III non small cell lung cancer that cannot be surgically       removed,NCT00004160
Trastuzumab in Treating Patients With Advanced Salivary Gland Cancer,RATIONALE  Monoclonal antibodies  such as trastuzumab  can locate tumor cells and either       kill them or deliver tumor killing substances to them without harming normal cells         PURPOSE  Phase II trial to study the effectiveness of trastuzumab in treating patients who       have advanced salivary gland cancer,NCT00004163
Combination Chemotherapy and Peripheral Stem Cell Transplantation in Treating Patients With Neuroblastoma,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining chemotherapy with peripheral stem cell       transplantation may allow the doctor to give higher doses of chemotherapy drugs and kill       more tumor cells         PURPOSE  This randomized phase III trial is studying peripheral stem cell transplantation       with treated peripheral stem cells following combination chemotherapy to see how well it       works compared to peripheral stem cell transplantation with untreated peripheral stem cells       following combination chemotherapy in treating patients with neuroblastoma,NCT00004188
Prinomastat and Combination Chemotherapy in Treating Patients With Metastatic or Recurrent Non small Cell Lung Cancer,RATIONALE  Prinomastat may stop the growth of non small cell lung cancer by stopping blood       flow to the tumor  Drugs used in chemotherapy stop tumor cells from dividing so they stop       growing or die         PURPOSE  Randomized phase III trial to determine the effectiveness of prinomastat plus       cisplatin and gemcitabine in treating patients who have metastatic or recurrent non small       cell lung cancer,NCT00004199
Gemcitabine Plus Carboplatin or Cisplatin in Treating Patients With Stage IIIB  Stage IV  or Recurrent Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells         PURPOSE  Randomized phase II trial to compare the effectiveness of gemcitabine plus       carboplatin with that of gemcitabine plus cisplatin in treating patients who have stage       IIIB  stage IV  or recurrent non small cell lung cancer,NCT00004201
Combination Chemotherapy  Radiation Therapy  and RSR13 in Treating Patients With Stage III Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Radiation therapy uses high energy x rays to damage tumor       cells  Drugs such as RSR13 may make tumor cells more sensitive to radiation therapy         PURPOSE  Phase II trial to study the effectiveness of combination chemotherapy  radiation       therapy  and RSR13 in treating patients who have stage III non small cell lung cancer that       cannot be removed by surgery,NCT00004202
Combination Chemotherapy in Treating Patients With Stage IIIB or Stage IV Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Combining more than one drug may kill more tumor cells  It is       not yet known whether three courses of combination chemotherapy are more effective than six       courses of combination chemotherapy for non small cell lung cancer         PURPOSE  Randomized phase III trial to compare the effectiveness of three courses of       combination chemotherapy with that of six courses of combination chemotherapy in treating       patients who have stage IIIB or stage IV non small cell lung cancer,NCT00004209
Vaccine Therapy in Treating Patients With Metastatic Prostate Cancer,RATIONALE  Vaccines may make the body build an immune response to kill tumor cells         PURPOSE  Phase I II trial to study the effectiveness of vaccine therapy in treating patients       who have metastatic prostate cancer,NCT00004211
Gene Therapy Plus Radiation Therapy in Treating Patients With Non Small Cell Lung Cancer,RATIONALE  Inserting the gene for p53 into a person s cancer cells may improve the body s       ability to fight cancer  Radiation therapy uses high energy x rays to damage tumor cells         PURPOSE  Phase I trial to study the effectiveness of gene therapy plus radiation therapy in       treating patients who have non small cell lung cancer,NCT00004225
10 Propargyl 10 Deazaaminopterin in Treating Patients With Stage IIIB or Stage IV Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Phase II trial to study the effectiveness of 10 propargyl 10 deazaaminopterin in       treating patients who have stage IIIB or stage IV non small cell lung cancer,NCT00004238
Vaccine Therapy Plus QS21 in Treating Patients With Small Cell Lung Cancer That Has Responded to Initial Therapy,RATIONALE  Vaccines may make the body build an immune response to kill tumor cells        Biological therapies  such as QS21  use different ways to stimulate the immune system and       stop cancer cells from growing         PURPOSE  Phase II trial to study the effectiveness of vaccine therapy plus QS21 in treating       patients who have small cell lung cancer that has responded to initial therapy,NCT00004249
Combination Chemotherapy and Radiation Therapy in Treating Patients With Stage II or Stage III Non small Cell Lung Cancer That Cannot Be Removed By Surgery,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Specialized radiation therapy delivers a high dose of radiation       directly to the tumor which may kill more tumor cells and cause less damage to normal       tissue         PURPOSE  Phase II trial to study the effectiveness of combination chemotherapy and       specialized high dose radiation therapy in treating patients who have stage II or stage III       non small cell lung cancer that cannot be removed by surgery,NCT00004253
Docetaxel  Cisplatin  and Amifostine in Treating Patients With Advanced Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die  Chemoprotective drugs such as amifostine may protect normal       cells from the side effects of chemotherapy         PURPOSE  Phase I II trial to study the effectiveness of combining docetaxel  cisplatin  and       amifostine in treating patients who have advanced non small cell lung cancer that cannot be       surgically removed,NCT00004264
Paclitaxel in Treating Patients With Recurrent or Refractory Non small Cell Lung Cancer,RATIONALE  Drugs used in chemotherapy use different ways to stop tumor cells from dividing       so they stop growing or die         PURPOSE  Phase II trial to study the effectiveness of paclitaxel in treating patients who       have recurrent or refractory non small cell lung cancer,NCT00004265
Study of Bile Acids in Patients With Peroxisomal Disorders,OBJECTIVES  I  Determine the effectiveness of oral bile acid therapy with cholic acid        chenodeoxycholic acid  and ursodeoxycholic acid in patients with peroxisomal disorders       involving impaired primary bile acid synthesis         II  Determine whether suppression of synthesis of atypical bile acids and enrichment of bile       acid pool with this regimen is effective in treating this patient population and improving       quality of life,NCT00004442
